Preview,Type,PriceLastSent,ID,WordCount,LengthCat,BestTime,Theme | Tags,LastUsedDate,LastUsedBy,TimesUsed,LastUsedPage,Explicitness
If you missed out on ***CUMMING*** tonight on my sextape...you should take off your pants right now and start making a mess! 👀💦,BUMP,$0,C11116,23,Medium,Late Night,,,,,,G/G
Taking a list of things of new content id love to try! Any suggestions?? 🙈❤️,BUMP,$0,C11117,15,Short,Evening,,,,,,OTHER
take a shower with me tn and lets chat😈🍒🛀,BUMP,$0,C11118,9,Short,Late Night,,,,,,OTHER
Better prepare for tonight’s nudes because... I’m going to drain your ***BALLS***,BUMP,$0,C11119,12,Short,Evening,,,,,,OTHER
Let’s play a game! ❤️ Which color do I like the most? 😘 **RED*** or ***ORANGE*** winner gets a free nude!,BUMP,$0,C11120,21,Medium,Late Night,,2025-08-06 06:12,Lyn,1,Corvette Mykala,OTHER
Valentines discounts all weekend! 😈 you down?,BUMP,$0,C11121,7,Short,Evening,,,,,,OTHER
qué pasaría si estuviera en tu cama ahorita mismo?,BUMP,$0,C11122,9,Short,Late Night,,,,,,OTHER
I can’t wait for you to see how great I gag on this COCK I’m sucking for 3 mins 👅 I didn’t waste a single drop of cum 💦,BUMP,$0,C11123,29,Medium,Late Night,,,,,,BJ
Morning babe 💋 how’s my lover doing today?,BUMP,$0,C11124,8,Short,Afternoon,,,,,,OTHER
Good morning love ☀️ How are you today ❤️,BUMP,$0,C11125,9,Short,Afternoon,,2025-08-06 07:08,Lyn,1,,OTHER
Good afternoon love ❤️ make sure you have rebills on and I’ll send you a free nude 😘,BUMP,$0,C11126,18,Short,Evening,,,,,,OTHER
Good afternoon sexy ☀️ make sure you have rebills on and I will send you a free nude 👅,BUMP,$0,C11127,19,Short,Afternoon,,,,,,OTHER
Wake up baby it's a new day ☀️ you've been on my mind lately 😘 here’s a free nude since you have your rebills on,BUMP,$0,C11128,25,Medium,Afternoon,,,,,,OTHER
Good morning baby ☀️ have a beautiful day 😘,BUMP,$0,C11129,9,Short,Afternoon,,2025-08-06 06:14,Lyn,1,Corvette Mykala,OTHER
Good afternoon honey 😘 how’s my daddy,BUMP,$0,C11130,7,Short,Afternoon,,2025-08-06 06:16,Lyn,1,Corvette Mykala,OTHER
Good morning babe ;) turn your renews on and let me know when done for a free exclusive nude 😝,BUMP,$0,C11131,20,Short,Afternoon,,,,,,OTHER
Goodmorning baby ☀️,BUMP,$0,C11132,3,Short,Afternoon,,,,,,OTHER
Heading to to get my nails done baby! 😜 what are you doing today? ♥️,BUMP,$0,C11133,15,Short,Evening,,,,,,OTHER
Good morning love 💕 how’s my man doing,BUMP,$0,C11134,8,Short,Afternoon,,,,,,OTHER
"OMG I meant to put that for $45, that’s nearly 50% off 😱 keeping it up for a few 🤫💕",BUMP,$0,C11135,20,Short,Afternoon,,,,,,G/G
hey babe! hope your day is going good so far💋💋 show some love and like all of my posts for me and let me know which one is your fav💗😉,BUMP,$0,C11136,30,Medium,Evening,,2025-08-06 06:15,Lyn,1,Corvette Mykala,OTHER
"Good morning babe, I noticed your rebills aren’t on 😔 I’m sending out a super naughty free nude to anyone who turns them on 😜😍 let me know when they’re on :)",BUMP,$0,C11137,32,Medium,Afternoon,,,,,,OTHER
Good afternoon:) what’s your mind today,BUMP,$0,C11138,6,Short,Evening,,2025-08-06 07:09,Lyn,1,Lucy Mae,OTHER
Good afternoon sunshine ☀️ I really wish I had a cuddle daddy with me this morning 💕,BUMP,$0,C11139,17,Short,Afternoon,,,,,,OTHER
Good morning bby;) hope you slept well because I dreamed about you 🥰,BUMP,$0,C11140,13,Short,Afternoon,,,,,,OTHER
Ride and shine sexy!🥰Today better treat you amazingly and if not I’d love to treat you with a sexy surprise!💋 Nothing makes me more happier than showing you how my day is going!💦😈,BUMP,$0,C11141,33,Medium,Afternoon,,,,,,OTHER
It’s been a long day baby 💋 just wanted to see how you’ve been,BUMP,$0,C11142,14,Short,Overnight,,2025-08-06 06:11,Lyn,1,Corvette Mykala,OTHER
Make sure to turn rebills on to get a free pic from me showering this morning 💦,BUMP,$0,C11143,17,Short,Afternoon,,,,,,OTHER
I woke up so horny thinking of you 💋 can we get naughty today? 😛,BUMP,$0,C11144,15,Short,Afternoon,,,,,,OTHER
Good morning baby 😘 I woke up feeling so horny!!! Wouldn’t you love to play right now? ❤️,BUMP,$0,C11145,18,Short,Afternoon,,,,,,OTHER
Don’t forget to turn in rebills!!! 💕 so you can receive a free nude baby 😘,BUMP,$0,C11146,16,Short,Evening,,,,,,OTHER
Hey sexy :) if you turn on rebills you will receive a free nude baby 😜,BUMP,$0,C11147,16,Short,Evening,,,,,,OTHER
Hey baby!! Just checking to see if you got my recent video 😘,BUMP,$0,C11148,13,Short,Evening,,,,,,OTHER
Good afternoon baby 🤍 I had a great lunch date with my girls 😇 how’s your day going?,BUMP,$0,C11149,18,Short,Afternoon,,,,,,OTHER
I have been sipping wine tonight baby and I’m a bit horny 💕 can we play around tonight? 😈,BUMP,$0,C11150,19,Short,Late Night,,,,,,OTHER
Good afternoon sexy! ☀️ just wanted to check up on you this morning 💕,BUMP,$0,C11151,14,Short,Afternoon,,,,,,OTHER
Hey sexy!! 💘 I’ve been feeling horny all day and I want to sext with you 😜,BUMP,$0,C11152,17,Short,Morning,,2025-08-06 06:17,Lyn,1,Corvette Mykala,OTHER
Hope your day is going as well as mine today 💋 what are you up to babe?💘,BUMP,$0,C11153,17,Short,Evening,,2025-08-06 05:24,Lyn,1,Bella Jade,OTHER
Good morning sexy! ❤️ I see you haven’t turned on rebills yet 🥺 if you turn them on I’ll send u a free nude 👅,BUMP,$0,C11154,25,Medium,Afternoon,,,,,,OTHER
Good morning babe :) how’s your morning 🤍,BUMP,$0,C11155,8,Short,Afternoon,,,,,,OTHER
Good afternoon babes ☀️ If you turn on rebills you will receive free nude from your princess 🍑,BUMP,$0,C11156,18,Short,Afternoon,,,,,,OTHER
It’s a brand new day baby ☀️ how are you doing today 😘,BUMP,$0,C11157,13,Short,Afternoon,,,,,,OTHER
Evening love 💕 how are you ?,BUMP,$0,C11158,7,Short,Late Night,,2025-08-06 06:18,Lyn,1,Corvette Mykala,OTHER
Wake up sunshine ☀️ Don’t forget to turn on rebills to receive a free nude 💋,BUMP,$0,C11159,16,Short,Afternoon,,,,,,OTHER
Morning love ☀️ can’t wait to hear about your night 💕,BUMP,$0,C11160,11,Short,Afternoon,,2025-08-06 05:23,Lyn,1,Bella Jade,OTHER
Good afternoon baby ❤️ how are you doing today?,BUMP,$0,C11161,9,Short,Evening,,2025-08-06 05:24,Lyn,1,Bella Jade,OTHER
what content do y’all want to see?,BUMP,$0,C11162,7,Short,Afternoon,,,,,,OTHER
if you haven’t bought the video today today is the last day!!! if you can’t buy it bc it’s too expensive or you just paid bills let me know💗,BUMP,$0,C11163,29,Medium,Afternoon,,,,,,OTHER
if you buy my last two messages i sent out i’ll send you three nude freebies💋🍒,BUMP,$0,C11164,16,Short,Afternoon,,,,,,OTHER
if you didn’t buy my message i sent out this morning i think you should😩😩,BUMP,$0,C11165,15,Short,Evening,,2025-08-06 05:25,Lyn,1,Bella Jade,OTHER
"hi guys, i will be unsending the video that was sent today by tomorrow from everyone who hasn’t bought it! but... the people who have bought it will receive my next message at a discount and i will be adding in a few extras💋 goodnight!!😴😴",BUMP,$0,C11166,45,Medium,Late Night,,,,,,OTHER
unlock the video babe i promise it’ll be worth it,BUMP,$0,C11167,10,Short,Evening,,,,,,OTHER
unlock that message for three freebies baby,BUMP,$0,C11168,7,Short,Evening,,,,,,OTHER
what content would y’all like💓,BUMP,$0,C11169,5,Short,Late Night,,,,,,OTHER
Soy tu única chica?,BUMP,$0,C11170,4,Short,Late Night,,,,,,OTHER
"Me he sentido taan estresada recientemente, qué debería de hacer? 😩",BUMP,$0,C11171,11,Short,Late Night,,,,,,OTHER
quieres ver mis videos más calientes? 😈 puedo hacerte un paquete de videos si quieres 💦,BUMP,$0,C11172,16,Short,Afternoon,,,,,,OTHER
te sentirías sumiso si te montaria?,BUMP,$0,C11173,6,Short,Late Night,,,,,,OTHER
mis tetotas ya están listas para ti bebé quieres ver cómo me las cogen😈,BUMP,$0,C11174,14,Short,Late Night,,,,,,OTHER
A pesar de solo hablar en línea sigo pensando en ti..,BUMP,$0,C11175,11,Short,Late Night,,,,,,SOLO
sending out the sex vids i made last night when more purchases are made on my last 3 messages!,BUMP,$0,C11176,19,Short,Afternoon,,,,,,OTHER
DELETEING THE VIDEO IN 2 DAYS,BUMP,$0,C11177,6,Short,Afternoon,,,,,,OTHER
if i wake up to a lot of buys on messages i’ll send the sex vids out tomorrow👀💦,BUMP,$0,C11178,18,Short,Evening,,,,,,OTHER
"the last message will only be available to buy until september 2nd, if it is too expensive for you at this time because it is the end of the month let me know💗 talk soon",BUMP,$0,C11179,35,Medium,Late Night,,,,,,OTHER
if you are a new subscriber and want to see some of my sec videos message me! i’ll be sending them out in the morning 3 videos for $40,BUMP,$0,C11180,29,Medium,Late Night,,,,,,OTHER
"hey babe please go vote on the pole i just posted, trying to plan something extra nice for you😈💋",BUMP,$0,C11181,19,Short,Afternoon,,,,,,OTHER
buy 2 or more messages tonight for a free bundle🤤🤤,BUMP,$0,C11182,10,Short,Late Night,,,,,,BUNDLE
!!️1 more day to buy the $60 bundle!!️,BUMP,$0,C11183,8,Short,Afternoon,,,,,,BUNDLE
2 days left to buy my last message!,BUMP,$0,C11184,8,Short,Afternoon,,,,,,OTHER
discounted pics today! what do you wanna see?,BUMP,$0,C11185,8,Short,Afternoon,,,,,,OTHER
that message is limited time only^,BUMP,$0,C11186,6,Short,Evening,,,,,,OTHER
"if you unlock my last message you’ll receive my threesome content when i send it out at the end of the week, but only if you unlock it;)",BUMP,$0,C11187,28,Medium,Late Night,,,,,,3SOME
7 days only to unlock my last message i sent out before i take it down! if 20 ppl unlock i’ll be doing something special😚 also go like all my posts on my wall so i can start posting nudes on there daily💋,BUMP,$0,C11188,43,Medium,Late Night,,,,,,OTHER
if you buy my last message you’ll get the next videos at a hella discounted price!,BUMP,$0,C11189,16,Short,Afternoon,,,,,,OTHER
i’m gonna do discounted content all month for you what pics you want first?,BUMP,$0,C11190,14,Short,Evening,,,,,,OTHER
if you unlock the sex video i’ll give you two freebie pics of your choice👀 anything you want,BUMP,$0,C11191,18,Short,Evening,,,,,,OTHER
here’s my customs menu! lmk if you have any questions and i hope to hear from you soon babe💋,BUMP,$0,C11192,19,Short,Late Night,,,,,,OTHER
any new subs that didn’t receive the sex videos and want them?,BUMP,$0,C11193,12,Short,Overnight,,,,,,OTHER
"just posted on my wall, if you contribute to the post you’ll get the videos discounted, buying the toys next week, i promise you don’t wanna miss out on how my body reacts to toys🌊🌊😩",BUMP,$0,C11194,35,Medium,Late Night,,,,,,OTHER
Baby I know you’re busy today but I’m feeling horny ❤️ Would you like to play? 👅,BUMP,$0,C11195,17,Short,Evening,,,,,,OTHER
Rise and shine baby 😜 it’s a brand new day and I’m feeling hornier than usual 💕 Can we get naughty? 🍑,BUMP,$0,C11196,22,Medium,Afternoon,,,,,,OTHER
Afternoon honey 🤍 how’s your day going? 😛,BUMP,$0,C11197,8,Short,Evening,,,,,,OTHER
Woke up with my pussy throbbing like no other... 😜 who’s coming to bed to give me a dick down! 💦💦,BUMP,$0,C11198,21,Medium,Evening,,,,,,OTHER
About to cook up some popcorn and throw on a movie 🍿 any suggestions baby? 😘,BUMP,$0,C11199,16,Short,Late Night,,,,,,OTHER
I’m in the shower and I’m taking all kinds of pics for you! 😘 Showing of my THICC body just for you! 👅,BUMP,$0,C11200,23,Medium,Evening,,,,,,OTHER
GUESS WHAT!!! when you turn on rebill I will send you a special ass video! 😘 Let’s have some fun today! 🤍,BUMP,$0,C11201,22,Medium,Afternoon,,,,,,OTHER
I really need to cuddle with you tonight...can we hold each other forever! 😘,BUMP,$0,C11202,14,Short,Morning,,,,,,OTHER
Morning baby! You down to play right now? 😘,BUMP,$0,C11203,9,Short,Afternoon,,2025-08-15 13:15,George,1,Kay Claire,OTHER
I’m just going to leave this here as a morning gift! 🎁 ♥️,BUMP,$0,C11204,13,Short,Afternoon,,,,,,OTHER
About to take a dip in my new bikini :))) wish you were here! ♥️,BUMP,$0,C11205,15,Short,Afternoon,,,,,,OTHER
Oops how did this get here :))),BUMP,$0,C11206,7,Short,Evening,,,,,,OTHER
"Movies and being naked, sounds like a dream day for me! 😋",BUMP,$0,C11207,12,Short,Afternoon,,,,,,OTHER
Thinking about you right now! ♥️ Hope you have a great day!,BUMP,$0,C11208,12,Short,Evening,,,,,,OTHER
I’m thinking about tanning today! What color bikini should I wear? 😘,BUMP,$0,C11209,12,Short,Evening,,,,,,OTHER
I took wayyyyy to many shots yesterday at the club... could you help me recover baby? 🥺,BUMP,$0,C11210,17,Short,Afternoon,,,,,,OTHER
When you turn on rebill you will receive a special tit video! Send me proof and I’ll send your gift!🎁,BUMP,$0,C11211,20,Short,Evening,,,,,,OTHER
Did you get my last sextape? 🥰 I wanted to show you how dirty I could get! 😈,BUMP,$0,C11212,18,Short,Evening,,,,,,OTHER
Good afternoon boo! ☀️ What are you doing today?,BUMP,$0,C11213,9,Short,Afternoon,,,,,,OTHER
What’s your ***biggest fetish*** that turns you on the most? I’m dying to know what makes you CUM!! 😋💦,BUMP,$0,C11214,19,Short,Late Night,,,,,,OTHER
Hey sexy I just wanted to let know that when you turn on rebill you will receive free content! 😘 I can’t wait to show you my body! 🤤🤤,BUMP,$0,C11215,29,Medium,Evening,,,,,,OTHER
Hey 👋 are you awake?? I’m all awake naked waiting for you 😋,BUMP,$0,C11216,13,Short,Morning,,,,,,OTHER
Just wanted to send you kisses today! 😘,BUMP,$0,C11217,8,Short,Evening,,,,,,OTHER
Whats the quickest you've ever ***LASTED*** in bed? I'll reveal mine if you do too! 😈,BUMP,$0,C11218,16,Short,Afternoon,,,,,,OTHER
You up? 😘,BUMP,$0,C11219,3,Short,Morning,,,,,,OTHER
Feeling risky? 😘 I’m giving ***DISCOUNTED*** dicks rates for 24 hours for ***$10!*** :)))),BUMP,$0,C11220,14,Short,Afternoon,,,,,,OTHER
Good afternoon :)))) just thinking about you today!,BUMP,$0,C11221,8,Short,Afternoon,,,,,,OTHER
***PREPARE*** for the newest ***SEXTAPE***... your jaw might even drop! 🤤,BUMP,$0,C11222,11,Short,Afternoon,,,,,,OTHER
Stayed tuned baby :) new sextape on the way! 🥵,BUMP,$0,C11223,10,Short,Late Night,,,,,,OTHER
Who knew an afternoon dildo ride could make me feel better! 😘 here’s a reward for always chatting with me!,BUMP,$0,C11224,20,Short,Evening,,,,,,DILDO RIDING
Sending you ***KISSES*** today! 😘 You have been on my mind lately!!,BUMP,$0,C11225,12,Short,Evening,,2025-08-12 21:00,Camsy,1,Caroline Mae,OTHER
I’m feeling extremely horny today.... Who can spice up my day? 😈,BUMP,$0,C11226,12,Short,Evening,,2025-08-03 01:40,Lyn,1,Alex Love,OTHER
Good morning baby! ❤️ Just came back from lunch baby...would love to have you eat me out for lunch! 😘,BUMP,$0,C11227,20,Short,Afternoon,,,,,,OTHER
Preparing to go to bed and I'm all naked who can keep me horny? 😈,BUMP,$0,C11228,15,Short,Late Night,,2025-08-03 01:33,Lyn,1,Alex Love,OTHER
"Good morning baby :) I woke up with my ***PUSSY THROBBING*** after my last wet dream! 💦 I’m in the mood to play around today, so let’s get ***FREAKY!*** 😈",BUMP,$0,C11229,30,Medium,Afternoon,,2025-08-03 01:34,Lyn,1,Alex Love,OTHER
Good morning baby :))) I woke up with my ***PUSSY THROBBING*** after my wet dream last night!! 💦 Im in the mood to play to play around today! 🤤😩,BUMP,$0,C11230,29,Medium,Afternoon,,,,,,OTHER
Last night was a night to remember! 😜 Went to the club and I went home with a special date! 😘 Looks like I woke up to ***MASSIVE WOOD***,BUMP,$0,C11231,29,Medium,Afternoon,,,,,,OTHER
Could you make me bust in under 2 mins? 😉 tell me how you would do it!,BUMP,$0,C11232,17,Short,Evening,,2025-08-03 01:36,Lyn,1,Alex Love,OTHER
Does tattoos make a girl look any hotter? 😈 Better tell me the truth! 😜,BUMP,$0,C11233,15,Short,Late Night,,2025-08-03 01:37,Lyn,1,Alex Love,OTHER
Hey baby! 🤍 remember when you have rebill activated you will receive a free nude from me 🎁 Don’t miss out! 💋,BUMP,$0,C11234,22,Medium,Evening,,,,,,OTHER
I have been feeling a bit under the weather recently 🥺 and I finally feel better!!! Tell me what’s on your mind today babe,BUMP,$0,C11235,24,Medium,Evening,,,,,,OTHER
I literally can’t wait to see the new spider man movie today! 😻 I wish I had someone to hold during the movie though! 😜,BUMP,$0,C11236,25,Medium,Evening,,,,,,OTHER
Does anyone else sleep naked just like me? 😉 I swear it’s the best feeling ever 💖,BUMP,$0,C11237,17,Short,Afternoon,,,,,,OTHER
Good morning sunshine! ☀️ Reminder when you activate rebills you will receive a nude pic 😘 send proof and your gift awaits! 🎁,BUMP,$0,C11238,23,Medium,Afternoon,,,,,,OTHER
HEY sexy!!! I’m at universal today 🤍,BUMP,$0,C11239,7,Short,Evening,,,,,,OTHER
Oops I just leaked my fine ass 😜 how does it look? 😈,BUMP,$0,C11240,13,Short,Evening,,,,,,OTHER
You better not be avoiding your princess 👑 I want to get naughty with you today 🥰,BUMP,$0,C11241,17,Short,Evening,,2025-08-03 01:38,Lyn,1,Alex Love,OTHER
MALL DAY!!! 🛍 I can’t wait to see my besties! 😊What clothes do you think I should get? 😻,BUMP,$0,C11242,19,Short,Afternoon,,,,,,OTHER
Sexy...are you awake?? If you’d like a dirty surprise today 😈 activate rebills and send me proof! 💋 Your gift awaits you!! 😘,BUMP,$0,C11243,23,Medium,Afternoon,,,,,,OTHER
I spent today at the mall with my babies!! How’s my new hat looking? ❤️,BUMP,$0,C11244,15,Short,Evening,,,,,,OTHER
Good afternoon lover! ☀️ wondering how your days going 💋,BUMP,$0,C11245,10,Short,Evening,,,,,,OTHER
It’s a great night for movies! 🍿 Me and my girls might watch a scary one tonight! 🥺 whose going to hold me if I’m scared? 💋,BUMP,$0,C11246,27,Medium,Late Night,,,,,,OTHER
"Yesterday was a night to remember! 😜 me and my girls got so tipsy, and went clubbing for freaky Friday 👅",BUMP,$0,C11247,21,Medium,Afternoon,,,,,,OTHER
Did you miss my last video? 💕 If you lost to my challenge let me know!! 😘,BUMP,$0,C11248,17,Short,Afternoon,,,,,,OTHER
Hope your morning is going well ☀️ I just had avocado toast and bacon! 🤤 what did you eat? 👅,BUMP,$0,C11249,20,Short,Afternoon,,,,,,OTHER
"Good afternoon lover ☀️ Hope your day is going well, what’s on your mind today? 💛",BUMP,$0,C11250,16,Short,Evening,,,,,,OTHER
I’m curious to ask this 😋 but have you ever fucked in public? 👀,BUMP,$0,C11251,14,Short,Afternoon,,,,,,OUTDOOR
